DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	abundance
PN16RU.vae.11056	1.341939948
PN1LD.vae.3277	1.341780384
PN5LE.bin.54	1.341753481
PN16RN.bin.50	1.341515551
PN7RQ.vae.26800	1.341331783
PN5RG.bin.109	1.341146964
PN12RE.bin.24	1.340414413
PN14RH.bin.111	1.339861587
PN7RT.vae.1176	1.339227601
PN2RF.vae.45811	1.339198662
PN10RD.vae.19703	1.338631346
PN5CG.bin.39	1.338507457
PN5IE.bin.94	1.338504934
PN10RK.bin.20	1.337757353
PN10RG.bin.62	1.337347621
PN9RM.bin.178	1.336871912
PN15RB.vae.92164	1.336662659
PN8RN.bin.201	1.336456538
PN1RC.bin.294	1.335775481
PN1RA.vae.20947	1.335752472
PN15RH.vae.12504	1.335059724
PN16RR.bin.55	1.334178461
PN16RJ.vae.13622	1.334005222
PN14RP.vae.6884	1.333887359
PN3LH.bin.168	1.333728603
PN10RN.vae.46581	1.333077971
PN5RE.bin.11	1.33299165
PN16RI.vae.1435	1.332967302
PN16RK.vae.35606	1.332841437
PN4RG.vae.18313	1.331924367
PN6RF.vae.33473	1.33182144
PN3GA.vae.44247	1.331547695
PN2CG.vae.30802	1.331423706
PN11RF.vae.27363	1.331193114
PN2CC.vae.91357	1.330040168
PN6RR.bin.27	1.329616775
PN11RA.vae.12817	1.32942934
PN16RS.bin.119	1.328793506
PN4RE.vae.67693	1.328678619
PN3CF.vae.17940	1.328676614
PN1LG.vae.20645	1.328468775
PN2CG.bin.120	1.328275024
PN1RC.bin.174	1.327458435
PN13RU.bin.189	1.326852069
PN7RO.bin.156	1.325951961
PN7RI.vae.850	1.325855785
PN10RJ.vae.47581	1.325438805
PN15RK.vae.86164	1.32514478
PN2CH.bin.84	1.325025162
PN5RA.vae.39830	1.324960386
PN7RI.bin.77	1.324654478
PN15RH.vae.8206	1.324099492
PN3CB.vae.16545	1.323929959
PN1RK.vae.16135	1.323924966
PN5RH.vae.16198	1.321952961
PN2LA.bin.90	1.321898825
PN3LD.vae.11938	1.321881382
PN16RF.vae.49807	1.321466324
PN8RP.bin.108	1.320814307
PN5RD.vae.5647	1.320738396
PN6RN.bin.86	1.320626152
PN1JE.vae.11532	1.320621883
PN13RM.bin.147	1.320610727
PN16RG.vae.22426	1.320588551
PN7RL.vae.577	1.320526635
PN16RS.vae.11417	1.320451835
PN3RH.vae.30221	1.319980495
J406	1.319615975
PN16RF.vae.30987	1.319522339
PN1GD.vae.57121	1.319056687
PN12RA.bin.143	1.318969065
PN3LA.vae.16192	1.318528024
PN1RE.bin.38	1.31791104
PN11RA.bin.188	1.317723625
PN13RP.bin.41	1.317400701
PN1RH.vae.9410	1.317237242
PN15RA.vae.545	1.316210448
PN1RA.bin.189	1.316078105
PN2CG.bin.170	1.315782301
PN16RP.vae.34502	1.315472685
PN6RP.bin.45	1.315353898
PN12RB.bin.9	1.315249677
PN16RD.vae.7431	1.314038162
PN15RI.bin.101	1.31394901
PN4RD.bin.95	1.313632885
PN10RA.vae.4826	1.313619821
J381	1.311903318
PN16RI.vae.21741	1.310807236
PN1RB.bin.103	1.310470555
PN6RA.vae.5473	1.310444741
PN9RM.bin.6	1.309385009
PN3RF.vae.48175	1.309364488
PN3LB.bin.42	1.308512382
PN3GF.bin.30	1.308107295
PN1RB.vae.6396	1.307341799
PN1RC.vae.7242	1.307013039
PN11RJ.vae.25070	1.30682783
PN16RM.vae.2026	1.305750788
PN5LF.bin.37	1.305241433
PN1CL.vae.3367	1.305148957
PN11RE.bin.23	1.305063104
PN3RH.vae.51905	1.304567227
PN2CH.vae.21301	1.304031864
PN11RH.bin.191	1.303637872
PN16RT.vae.147855	1.3034344
PN11RI.bin.98	1.302371304
PN15RK.vae.9539	1.301942299
PN3CF.vae.6762	1.301193394
PN6RB.bin.108	1.301070783
PN1RF.bin.81	1.300381212
PN11RE.vae.18868	1.300242144
PN6RG.vae.4377	1.299884691
PN8RD.vae.8226	1.298865928
PN5RG.bin.63	1.2984353
PN6RT.bin.202	1.298377968
PN3RA.bin.29	1.29825546
PN2LF.vae.7722	1.297721719
PN16RT.vae.19578	1.297145723
PN7RO.bin.127	1.296448107
PN5LF.vae.94903	1.296393886
PN1RD.vae.102890	1.295690075
PN3CB.vae.52354	1.295645941
PN3CB.vae.75552	1.295487406
PN11RA.vae.3778	1.29496653
PN5CC.vae.50755	1.293990658
PN2CA.vae.21842	1.293960741
PN7RF.vae.16537	1.293808277
PN1JE.vae.11294	1.293467778
PN1RC.vae.27293	1.292732654
PN3CA.bin.99	1.292683709
PN1RB.bin.243	1.292475429
PN3CH.bin.141	1.292103357
PN3RA.vae.610	1.291450969
PN1RA.vae.1175	1.291377796
PN7RE.vae.45053	1.290879321
PN1RE.bin.102	1.290666138
PN8RJ.vae.25332	1.290607654
PN10RQ.vae.9163	1.289930034
PN5RB.vae.7162	1.288527
PN3RE.vae.18140	1.286664686
PN10RL.vae.13524	1.286521478
PN2RH.bin.45	1.28625016
PN8RB.vae.19457	1.286105331
PN14RT.vae.13757	1.285882365
PN1JE.bin.77	1.285231786
PN1RB.vae.22965	1.284764062
PN7RC.bin.97	1.284340519
PN14RG.vae.10819	1.283962531
PN3CB.vae.12979	1.283576719
PN7RQ.bin.130	1.283242316
PN7RN.vae.23254	1.282998139
PN14RO.vae.20045	1.282744182
PN5RG.vae.18667	1.282528817
PN14RS.vae.36766	1.281890012
PN2CA.bin.15	1.281813834
PN1GE.bin.55	1.281347612
PN1RB.vae.16371	1.28074769
PN11RD.vae.6557	1.280559097
PN4RC.vae.36767	1.279163307
PN4RF.vae.1919	1.27859338
PN10RP.bin.145	1.276949758
PN6RI.bin.74	1.27657944
PN16RC.vae.13949	1.276541079
PN10RN.vae.22944	1.276231954
PN5RE.vae.19515	1.276102796
PN11RI.vae.313	1.275520392
PN6RG.vae.71521	1.275467158
PN3CB.vae.44640	1.275327328
PN1RD.vae.108429	1.275179281
PN10RB.bin.67	1.274188716
PN11RJ.vae.27966	1.27363396
PN16RT.vae.19994	1.273430059
PN14RO.vae.13562	1.272393512
PN10RC.vae.41493	1.271643204
PN1RD.vae.76817	1.270649417
PN16RB.vae.104534	1.270193223
PN14RI.bin.95	1.270104884
PN3LE.bin.152	1.269048911
PN14RK.bin.5	1.267409677
PN13RA.vae.27190	1.266836512
PN16RR.vae.133656	1.266177209
PN8RS.bin.124	1.265802101
PN13RG.bin.183	1.265598002
PN10RS.vae.11887	1.26548976
PN5RE.vae.37969	1.26525289
PN12RC.bin.68	1.264632323
PN9RJ.vae.12821	1.264346614
PN5RD.bin.239	1.264288489
PN1RG.bin.76	1.263573838
PN2LG.vae.12543	1.26234039
G88	1.262189768
PN1RL.bin.118	1.261925624
PN2RA.vae.43933	1.260008275
PN2RC.vae.3962	1.258927671
PN1RL.bin.148	1.258756321
PN7RO.bin.92	1.258610041
PN2GE.vae.1862	1.258416441
PN6RI.vae.10486	1.257493558
PN14RD.vae.1920	1.256283544
PN3RF.vae.34698	1.256255538
PN3RE.vae.21429	1.256112075
PN2RB.vae.8217	1.255681772
PN1RH.vae.5691	1.255511741
PN10RG.bin.10	1.255495545
PN6RI.vae.13687	1.255409055
PN10RR.vae.34732	1.255076988
PN5CC.vae.66275	1.254539621
PN8RC.bin.109	1.254394824
PN1RL.vae.14434	1.254143767
PN15RH.vae.11459	1.253438252
PN10RB.bin.140	1.253310458
PN3RH.vae.5702	1.253238266
PN1RA.bin.118	1.252892226
PN2RA.vae.254505	1.252111792
PN6RE.vae.4061	1.252033214
PN3CA.vae.26312	1.251324809
PN9RI.bin.196	1.25129207
PN15RB.bin.17	1.250618522
PN11RE.bin.157	1.249427138
PN3CA.bin.115	1.248640724
PN3CB.vae.9530	1.248423572
PN10RE.vae.27722	1.248189908
PN11RO.bin.183	1.247429777
PN15RO.bin.99	1.246522788
PN10RC.bin.31	1.246490478
PN4RG.vae.33620	1.246348139
PN11RA.bin.228	1.245060589
PN3RF.bin.189	1.243562138
PN2RJ.bin.8	1.242650893
PN1RL.vae.16383	1.241750372
PN6RI.bin.57	1.241731866
PN3CF.vae.20389	1.240516163
PN2RJ.vae.20897	1.240368879
PN2RI.bin.76	1.239876423
PN3RA.bin.76	1.239311761
PN15RM.vae.9196	1.239016892
PN3RC.vae.2459	1.23868968
PN5CC.bin.127	1.238644938
PN5RE.vae.25784	1.238443194
PN16RP.vae.38909	1.238067227
PN3CA.vae.203	1.23781339
PN1CA.vae.4767	1.237709356
PN10RB.vae.6992	1.237699363
PN14RD.vae.35997	1.237218065
PN13RR.vae.2159	1.236394247
PN6RP.vae.99285	1.236133539
PN3RF.vae.19205	1.235864875
PN10RH.bin.149	1.235813121
PN12RC.vae.4146	1.235606382
PN3CB.bin.30	1.235243366
PN16RH.vae.1057	1.234876143
PN1RE.vae.9908	1.233684212
PN6RG.vae.2753	1.233674643
PN5LF.bin.80	1.232785672
PN1RA.vae.4790	1.232505253
PN5RE.bin.64	1.231510944
PN5RG.vae.52790	1.230542193
PN12RD.bin.155	1.229560622
PN7RM.bin.170	1.229048697
PN8RJ.bin.137	1.226862461
PN7RL.bin.40	1.226149018
PN5RH.bin.31	1.226011758
PN16RP.vae.6423	1.224750994
PN10RS.vae.16799	1.224167213
PN15RN.bin.35	1.222790576
PN1JE.bin.5	1.221094547
PN1LI.bin.63	1.219812485
PN13RP.bin.174	1.219619864
PN7RL.bin.157	1.218647408
PN3LA.bin.201	1.217817995
PN6RT.vae.19627	1.216839033
PN2LH.vae.19597	1.216388423
PN1RA.vae.3441	1.215362785
PN2RC.vae.5263	1.215329751
PN3LD.bin.75	1.215200374
PN11RJ.bin.205	1.214504373
PN13RE.vae.39614	1.213576204
PN11RF.vae.14504	1.213135543
PN12RA.vae.7343	1.212707138
PN12RB.vae.14741	1.212142418
J352	1.211740035
PN11RO.bin.30	1.211102349
PN6RI.bin.1	1.210794801
PN16RV.bin.20	1.210523149
PN5RC.vae.32339	1.209464322
PN15RK.vae.42078	1.208563004
PN3CA.vae.3419	1.208224054
PN16RG.vae.23843	1.207687979
PN8RP.vae.2970	1.207544911
PN2CG.vae.13867	1.207270966
PN8RG.bin.183	1.207263473
PN4RE.bin.75	1.205962248
PN7RT.vae.62287	1.205701523
PN3CB.vae.20479	1.204386883
PN11RG.bin.118	1.203678692
PN5RC.vae.32485	1.20326849
PN11RH.bin.211	1.203193232
PN10RS.vae.919	1.20282794
PN8RN.vae.27502	1.202462547
PN9RK.vae.25277	1.202364252
PN10RA.bin.155	1.202173767
PN14RH.vae.6935	1.202134595
PN2RG.bin.155	1.200933505
PN9RJ.vae.34650	1.200617969
PN10RL.vae.25010	1.20057833
PN1RB.vae.24020	1.199291858
PN15RB.vae.150691	1.199066095
PN5RG.bin.225	1.19793441
PN3CB.vae.2124	1.19678465
PN12RI.bin.72	1.196745622
PN4RE.vae.37633	1.195687526
PN1RD.vae.222657	1.195128211
PN15RI.vae.23814	1.19387902
PN3CB.bin.197	1.193812311
PN4RH.vae.15181	1.193572698
PN1RA.vae.4918	1.192795068
PN2RC.vae.1420	1.191930937
PN10RN.vae.10565	1.191750619
PN1RB.bin.205	1.191364662
PN10RS.vae.9089	1.190515708
PN3RF.vae.3811	1.189958289
PN2GC.bin.42	1.189838046
PN3RF.vae.17177	1.188986414
PN11RF.vae.26781	1.188877251
PN12RA.bin.49	1.186400323
PN3RA.vae.6278	1.185949073
PN14RE.bin.77	1.183912899
PN1RL.bin.62	1.182824158
PN11RM.bin.146	1.182195429
K319	1.182154453
PN2RA.vae.116991	1.182088893
PN16RT.bin.23	1.182049887
PN3DD.bin.39	1.181790654
PN8RF.vae.10732	1.180669953
PN3CD.vae.175426	1.180469544
PN2RJ.bin.167	1.18044902
PN14RT.bin.134	1.179314368
PN16RK.bin.152	1.178620768
PN11RI.bin.22	1.178409294
PN10RM.vae.7967	1.177816544
K260	1.17677834
CH19	1.176428611
PN8RO.vae.3396	1.176118093
PN5RE.bin.115	1.175647103
PN16RN.bin.186	1.174441677
PN1LD.vae.41572	1.174269276
PN10RH.vae.22924	1.173631841
PN3RH.bin.87	1.17333322
PN3CG.vae.27859	1.172971031
PN8RK.vae.678	1.172420548
PN3CA.vae.47362	1.169729723
PN11RN.bin.28	1.169516803
PN8RL.vae.34985	1.169515187
PN14RQ.vae.8935	1.168643069
PN15RB.vae.155435	1.168485242
PN13RR.vae.20731	1.16844995
PN14RQ.bin.207	1.16836408
PN12RG.vae.2658	1.168093725
CH17	1.167806499
PN3CD.vae.88779	1.167655602
PN1RB.vae.52481	1.167598995
PN8RL.vae.20741	1.166821762
PN16RJ.bin.105	1.165183943
PN4RG.vae.8229	1.164995094
PN3CB.vae.7456	1.164140494
PN13RQ.bin.213	1.164064379
PN6RO.bin.93	1.163999604
PN6RJ.vae.2555	1.163287573
PN4RE.bin.135	1.163170266
PN8RJ.bin.166	1.163109998
PN11RD.bin.142	1.162381114
PN1RL.vae.7479	1.162254296
PN8RK.bin.77	1.161918845
PN7RR.vae.34571	1.16144481
PN1RE.vae.21623	1.161340544
PN6RN.vae.2489	1.161164298
PN8RD.vae.10067	1.160982572
PN11RE.bin.179	1.160289073
PN10RG.vae.5708	1.16023152
PN2LG.vae.2093	1.159976988
PN4RA.vae.33526	1.159948473
PN8RD.vae.8239	1.159638807
PN1RK.bin.40	1.159122502
PN13RG.vae.2876	1.158960063
PN14RC.bin.172	1.158643849
PN16RL.vae.18776	1.156835356
PN1RK.vae.17426	1.155954153
PN3CA.vae.16217	1.154850309
PN16RF.vae.40870	1.154222416
PN8RM.vae.6944	1.153936986
PN7RH.vae.8988	1.153811712
PN5RE.bin.87	1.152856997
PN5RD.bin.237	1.148499806
PN6RF.vae.7445	1.147524454
PN1CL.vae.6880	1.146213112
PN1RD.vae.1958	1.146067663
PN3RG.vae.12117	1.144261764
PN3DD.bin.19	1.144066414
PN10RA.vae.9727	1.143828696
PN7RE.bin.71	1.143676217
PN6RQ.bin.99	1.14169555
PN8RG.vae.27456	1.140854813
PN7RT.vae.12594	1.140365671
PN14RO.vae.12971	1.140252319
PN2CJ.vae.496	1.140059478
PN5RG.vae.5512	1.139770434
PN3LC.vae.3141	1.139695176
PN3RF.bin.79	1.139677746
PN14RO.vae.33693	1.138653939
PN5CE.vae.15762	1.138121509
PN1RL.bin.42	1.137987704
PN3LC.vae.3950	1.137594722
PN8RH.bin.154	1.136649373
PN1CC.vae.3984	1.136561244
PN8RO.vae.6799	1.136474426
PN2GC.bin.4	1.13551599
PN14RB.vae.64119	1.134629409
PN5RE.bin.3	1.134291601
PN12RA.vae.20296	1.133827283
PN1RH.vae.39939	1.133570737
PN1RD.vae.53684	1.132685597
PN3DG.vae.71786	1.130830645
PN13RT.vae.3232	1.129511021
PN16RV.bin.35	1.12943451
PN3CD.vae.80983	1.129133861
PN14RS.vae.46794	1.128934368
PN3CC.vae.39272	1.128413629
PN3CF.vae.69780	1.128324644
PN1LD.vae.5683	1.127187731
PN6RM.bin.194	1.126552613
PN11RD.vae.20653	1.126481942
PN8RL.bin.62	1.126031501
PN1CD.vae.22975	1.125306717
PN1RL.vae.2467	1.124943313
PN14RT.vae.6219	1.123780437
PN3RH.bin.131	1.122791627
PN7RE.vae.76249	1.122401128
PN10RJ.vae.76460	1.121303124
PN11RI.vae.14133	1.119571508
PN8RD.vae.29469	1.119240571
PN5RF.bin.106	1.116918741
PN15RC.vae.5660	1.116628178
PN16RS.bin.57	1.115965821
PN6RJ.vae.6785	1.112957134
PN3CC.bin.55	1.112770387
PN1RC.vae.41663	1.111954645
PN6RF.bin.48	1.111582922
PN6RT.vae.14226	1.110963114
PN1RC.vae.19806	1.110003861
PN2LG.vae.29162	1.109914482
PN14RJ.vae.28141	1.109803677
PN1RF.bin.116	1.109222181
PN1RA.bin.93	1.108927375
PN5RG.vae.14740	1.108863776
PN14RJ.bin.188	1.108744551
PN16RJ.bin.59	1.107386737
PN12RD.vae.10282	1.10610288
PN16RT.bin.87	1.104045741
PN5RG.bin.230	1.104013372
PN15RE.vae.12705	1.103753699
PN1RJ.vae.111196	1.103473095
PN13RD.bin.51	1.103298071
PN2RA.vae.10556	1.102882942
PN1RB.vae.39594	1.101554227
PN1RD.vae.40434	1.101477657
PN10RK.bin.95	1.100030977
PN1RK.vae.1860	1.099917785
PN7RL.vae.4445	1.099882088
PN10RC.bin.106	1.098835334
PN9RJ.vae.15972	1.098321202
PN5RA.vae.9588	1.097985222
PN11RH.bin.1	1.097857667
PN11RK.vae.7492	1.097506278
PN11RE.bin.79	1.09708824
PN11RA.vae.49668	1.095901583
PN14RE.vae.12891	1.094452307
PN13RQ.vae.3588	1.094087895
PN5LH.bin.225	1.093919768
PN14RH.vae.60503	1.093891308
PN5LE.vae.21455	1.092875702
PN3RD.bin.9	1.091527272
PN6RC.bin.92	1.091518799
PN1RC.vae.2749	1.091354613
PN2RB.bin.109	1.09103314
PN16RG.vae.24619	1.090154774
PN3LG.bin.156	1.089713885
PN2GD.bin.37	1.089252082
PN1RC.bin.67	1.085656038
PN3GA.bin.26	1.085265628
PN16RH.vae.10054	1.08476141
PN3RA.bin.83	1.083881685
PN8RC.bin.167	1.083436195
PN8RQ.bin.3	1.083180223
PN8RP.bin.160	1.083035898
PN5RC.vae.17613	1.08302784
PN10RJ.vae.37052	1.081389305
PN16RR.vae.26068	1.08003134
PN6RM.vae.12444	1.079395809
PN1RE.bin.150	1.078618065
PN1RK.vae.14281	1.077547355
PN1RB.bin.29	1.077110913
PN7RE.bin.183	1.073883032
PN10RQ.bin.60	1.073196446
PN8RP.vae.14320	1.072990019
PN5RG.bin.243	1.072977949
J1001	1.07261064
PN15RC.vae.1160	1.072521003
PN5RH.vae.12413	1.072263257
PN8RH.vae.11584	1.072051144
PN8RD.vae.25827	1.070548261
PN12RD.vae.6836	1.069243711
PN11RO.vae.6781	1.068536334
PN3LA.vae.490	1.06848243
PN2CA.vae.10976	1.067610363
PN11RM.bin.89	1.065617956
PN6RT.bin.128	1.064468146
PN8RC.vae.88918	1.064247084
PN10RB.bin.191	1.063748034
PN16RT.vae.89614	1.063385164
PN12RA.vae.49175	1.06228943
PN12RD.vae.5182	1.061010246
PN5RE.bin.73	1.060898294
PN1RH.vae.743	1.060812932
PN12RB.bin.5	1.060546366
PN11RO.vae.12524	1.060145856
PN2RA.vae.139188	1.060062591
PN1RE.vae.62451	1.060057882
PN4RE.vae.68132	1.060037701
PN15RB.bin.138	1.059177024
PN9RJ.vae.14565	1.057719796
PN8RL.bin.21	1.057404224
PN8RP.vae.5693	1.057126981
PN1CD.bin.40	1.056461581
PN3CA.bin.121	1.055659534
PN2CD.vae.34085	1.055424545
PN1RL.vae.2179	1.055178103
PN2CB.bin.79	1.054620342
PN6RS.vae.7833	1.053928994
PN8RO.bin.102	1.053592904
PN6RG.bin.100	1.052132462
PN13RR.bin.66	1.05205197
PN3RD.bin.147	1.051400765
PN7RI.bin.98	1.050969596
PN5RE.vae.10846	1.049899871
PN1RC.bin.27	1.049777571
PN11RO.bin.126	1.048866055
PN16RO.vae.22886	1.04879061
PN1RD.bin.137	1.047465966
PN1RB.vae.9968	1.047427084
PN16RV.vae.24032	1.047071917
PN3RA.vae.12956	1.046767627
PN3RA.bin.93	1.046397823
PN6RQ.bin.90	1.045037448
PN5RG.vae.45175	1.04502185
PN8RD.vae.5131	1.044524445
PN1RD.vae.19220	1.044275913
PN1RA.vae.5867	1.044122465
PN13RE.vae.22232	1.043350633
PN1GH.bin.46	1.043267264
PN10RN.vae.57081	1.04291298
PN11RH.vae.13129	1.041738551
PN1RL.vae.6615	1.041654218
PN1RB.vae.51949	1.041028804
PN1RJ.vae.118362	1.040596476
PN11RM.bin.26	1.038244371
PN13RE.vae.33110	1.038211382
PN2CH.vae.27671	1.037707735
PN15RA.vae.110478	1.037390774
PN1RK.vae.5586	1.035906662
PN5LD.bin.63	1.035238391
PN7RI.bin.15	1.032945117
PN4RE.vae.50510	1.032779746
PN2RA.vae.19995	1.03226516
PN15RE.vae.15126	1.029287491
PN5RG.vae.91992	1.029104059
PN11RD.vae.35449	1.02899445
PN10RL.vae.34513	1.028632653
PN10RJ.vae.2376	1.026938438
PN3RD.bin.86	1.024772485
PN3LE.vae.4107	1.019971201
PN3RB.vae.16764	1.019847679
PN1RL.vae.21414	1.01964993
PN1RC.bin.202	1.019534446
PN5RH.vae.15428	1.019207452
PN8RR.vae.3898	1.017996269
PN15RK.vae.50342	1.016466751
PN1RC.vae.18163	1.016272541
PN13RQ.vae.314	1.015587036
PN16RV.bin.68	1.015233436
PN14RO.bin.174	1.014358862
PN2GE.bin.22	1.012693683
PN1RB.bin.10	1.012153616
PN8RN.vae.34234	1.010117476
PN5RD.bin.114	1.009981271
PN6RK.vae.27890	1.00791565
PN2LB.vae.662	1.007885087
PN13RC.bin.134	1.007368814
PN15RC.bin.118	1.006367574
PN12RI.vae.7954	1.004641256
PN1RB.vae.72886	1.003276623
PN7RE.bin.29	1.000201769
PN8RK.bin.17	0.998354424
PN10RE.vae.8331	0.99678035
PN12RI.vae.6826	0.996439579
PN11RH.bin.22	0.995135823
PN13RB.vae.40534	0.994275691
PN3RF.vae.16907	0.992300439
PN5RE.bin.151	0.991913214
PN3RA.vae.4758	0.990399966
PN2CB.bin.71	0.989455111
PN2RI.vae.24934	0.987606399
PN13RM.bin.14	0.987539481
PN14RC.vae.13544	0.985293057
PN16RG.vae.22445	0.982166031
PN15RA.bin.48	0.979818094
PN7RE.bin.91	0.977132645
PN1RC.vae.1239	0.976987946
PN3LE.vae.6365	0.976711761
PN2RF.vae.72712	0.976136814
PN11RJ.vae.38048	0.975470713
PN3CA.vae.16356	0.9754052
PN1RD.bin.46	0.974858103
PN6RM.vae.49654	0.974312603
PN4RH.bin.1	0.972784943
PN10RF.vae.20632	0.972702637
PN16RL.vae.13976	0.972689904
PN3RF.bin.74	0.972584213
PN7RO.bin.101	0.970702362
PN16RR.bin.66	0.970342042
PN16RV.bin.123	0.96980382
PN6RS.vae.30524	0.969732798
PN10RK.vae.1868	0.968719509
PN3CA.bin.95	0.968370777
PN1RJ.vae.47929	0.967708523
PN5RA.vae.48044	0.966596723
PN10RP.bin.155	0.966220772
PN5RC.vae.6630	0.965960983
PN12RH.vae.10048	0.965577017
PN14RI.bin.213	0.962851619
PN16RE.vae.914	0.962088627
PN3LA.bin.24	0.961336931
PN11RK.vae.18645	0.961336765
PN5CC.vae.16157	0.960966594
PN7RQ.vae.28215	0.959469154
PN16RR.bin.8	0.959214205
PN11RM.vae.34038	0.959023425
PN4RA.bin.28	0.95863587
PN1RH.vae.22029	0.958515418
PN8RD.vae.5665	0.957833863
PN12RC.vae.6321	0.95623059
PN4RA.bin.102	0.952037617
PN9RJ.bin.16	0.951590476
PN4RE.vae.86162	0.951175537
PN14RO.vae.29326	0.951051007
PN11RA.vae.4471	0.949568899
PN16RE.vae.12059	0.948837161
PN8RM.bin.213	0.94841471
PN13RO.bin.68	0.944028525
PN1RB.bin.217	0.940194343
PN8RE.bin.167	0.939083695
PN1RJ.vae.12439	0.936831971
PN8RI.vae.26337	0.936115597
PN3CA.bin.26	0.935436209
PN1RA.vae.8397	0.935033421
PN2RI.bin.152	0.934706704
PN8RC.bin.102	0.933679903
PN1JE.bin.48	0.93314485
PN5RC.vae.23630	0.9330801
PN7RF.bin.112	0.9296142
PN16RF.bin.17	0.928413055
PN6RB.vae.12530	0.927770711
PN1RJ.bin.83	0.926936566
PN2RB.vae.26909	0.925611724
PN16RR.bin.19	0.925536033
PN1RJ.vae.13990	0.924083162
PN16RT.bin.223	0.923892952
PN3RH.vae.30410	0.922405482
PN1CL.bin.154	0.920751337
PN1RD.bin.78	0.919728664
PN11RE.bin.27	0.919370921
PN7RO.vae.3860	0.917548487
PN14RN.vae.9396	0.916200974
PN10RG.vae.21728	0.9152198
PN13RG.bin.50	0.914400288
PN3RG.vae.14171	0.914323905
PN1RK.bin.71	0.912287936
PN3CF.bin.3	0.911739308
PN1RF.bin.61	0.911274742
PN2JD.bin.39	0.911229072
PN6RM.vae.30604	0.910952754
PN16RA.vae.59032	0.91009791
PN10RE.bin.9	0.909873093
PN10RE.vae.4305	0.909393345
PN1RH.vae.9742	0.907486158
PN12RF.bin.54	0.907171514
PN11RO.vae.3331	0.901683214
PN15RI.vae.21457	0.901537495
PN3CB.bin.108	0.900565127
PN10RJ.vae.61585	0.900534959
PN15RO.vae.35996	0.898900778
PN6RO.vae.4683	0.897762449
PN6RF.bin.174	0.896598471
PN1RL.vae.2755	0.895027498
PN16RA.vae.4545	0.893793787
PN14RO.vae.2584	0.893538854
K8	0.893422791
PN13RE.vae.54876	0.891606721
PN1RC.vae.47770	0.89113149
PN3CA.vae.4556	0.889739808
PN3CD.vae.19133	0.888865317
PN11RF.vae.6661	0.88831256
PN8RJ.bin.149	0.887573385
PN11RE.bin.91	0.887150183
PN2RH.vae.17580	0.886953939
PN6RM.bin.6	0.88625247
PN6RK.bin.140	0.88515582
PN4RD.vae.36140	0.884780418
PN15RH.vae.959	0.883078502
PN3CB.vae.36856	0.881420072
PN10RP.vae.47458	0.881017706
PN16RE.bin.69	0.880102795
PN16RG.vae.23847	0.878569753
PN12RH.vae.10325	0.877786591
PN3RG.vae.119529	0.876999636
CH35	0.876791674
PN1RJ.bin.128	0.876207052
PN8RG.vae.5700	0.875566918
PN1GG.bin.71	0.875378655
PN2RH.vae.11000	0.874231877
PN11RC.bin.66	0.873948101
PN10RN.vae.53878	0.873903195
PN1RL.vae.6111	0.87216934
PN11RE.bin.108	0.871449861
PN7RB.vae.15257	0.870678425
PN1JE.bin.75	0.870058725
K341	0.869735268
PN12RJ.vae.121	0.869475438
PN1RI.vae.194640	0.868695414
PN6RK.bin.30	0.868602214
PN10RL.vae.5968	0.868476995
PN12RD.bin.160	0.868188314
PN11RN.bin.22	0.865977583
PN3RG.vae.2890	0.865755725
PN2RA.vae.62029	0.86558602
PN15RO.vae.13299	0.865496565
PN1RD.bin.191	0.864838424
PN13RG.bin.125	0.863902894
PN7RF.vae.17723	0.863004099
PN16RT.bin.100	0.861803711
PN1JE.vae.3648	0.86168667
PN1RA.vae.49027	0.859815337
PN1RF.vae.40981	0.859661997
PN10RF.vae.2414	0.857084455
PN2CH.bin.117	0.856615844
PN12RE.bin.1	0.855346575
PN11RN.bin.80	0.854621377
PN16RA.vae.61343	0.852758031
PN7RU.bin.82	0.852284579
PN1RC.vae.20374	0.850610375
PN3CF.vae.5986	0.848649499
PN13RI.bin.99	0.848276711
PN6RF.vae.11272	0.845260799
PN10RA.bin.94	0.843289492
PN10RR.vae.128	0.842113267
PN10RF.vae.20267	0.841990706
PN16RR.vae.39651	0.841347234
J520	0.840856722
J417	0.840638346
PN16RU.vae.13176	0.836313277
PN1RD.bin.241	0.836216485
PN6RO.vae.14063	0.83535028
PN14RP.vae.28811	0.834628002
PN11RN.bin.36	0.833697036
PN8RC.vae.52047	0.833551825
PN1RL.vae.10794	0.831479582
PN3RG.bin.208	0.82996103
PN2LF.vae.4800	0.82737691
PN10RF.vae.20734	0.824558544
PN5RG.vae.10095	0.823225219
PN3RE.vae.1778	0.822522264
PN15RE.bin.134	0.820716575
PN1RC.vae.20794	0.819452686
PN5RC.vae.10536	0.819159903
PN1CD.vae.23372	0.819157764
PN15RB.vae.70512	0.818996699
PN1RH.bin.137	0.818247696
PN8RJ.vae.37108	0.815528211
