DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	occurence
PN13RA.vae.27190	0.787241831
PN10RS.vae.11887	0.641113796
PN14RD.vae.1920	0.662303095
PN3CA.vae.203	0.419265046
PN6RT.vae.19627	0.641113796
PN3CA.vae.47362	0.381476485
PN1RB.vae.52481	0.845233778
PN13RQ.bin.213	0.570532721
PN3LC.vae.3950	1.002841632
PN3CF.vae.69780	0.720295042
PN1RC.vae.19806	0.942143791
PN10RC.bin.106	0.662303095
PN3RA.bin.83	0.738023809
PN6RM.vae.12444	0.771447564
PN1RE.bin.150	0.662303095
PN1RK.vae.14281	0.845233778
PN8RD.vae.25827	0.802481798
PN1RE.vae.62451	0.544203783
PN1RD.vae.19220	0.771447564
PN5RE.bin.151	0.831445494
PN1RH.vae.22029	0.662303095
PN5GH.vae.22826	0.419265046
PN3GG.bin.14	0.845233778
PN3GB.bin.65	0.595356305
PN1IB.bin.20	0.931148407
PN5LD.bin.185	0.755057148
PN14RE.vae.12682	0.771447564
PN3DG.bin.30	0.18518184
PN1CC.bin.32	0.486211836
PN16RT.bin.50	0.738023809
PN3RB.vae.15800	0.294326309
PN5GG.bin.8	0.871562717
PN5GD.bin.53	0.641113796
PN5CE.bin.251	0.18518184
PN6RC.vae.17722	0.595356305
PN10RK.bin.128	0.516175059
PN3RB.vae.2682	0.787241831
PN8RJ.bin.120	0.454027152
CH28	0.294326309
PN16RQ.bin.188	0.952867657
PN7RG.vae.29528	0.595356305
PN8RE.vae.28214	0.738023809
PN8RM.vae.24806	0.662303095
PN7RE.vae.9106	0.595356305
PN5CE.vae.12919	-0.057856209
PN16RH.vae.11381	0.682506481
PN3LG.vae.13907	0.720295042
PN7RS.vae.3808	0.516175059
PN8RF.bin.207	0.516175059
PN16RR.bin.78	0.771447564
PN16RQ.bin.157	0.871562717
PN16RT.bin.152	0.486211836
PN14RB.vae.23181	-0.358886204
PN6RR.bin.27	0.787241831
PN16RS.bin.119	0.755057148
PN15RH.vae.8206	0.3400838
PN3CB.vae.16545	0.570532721
PN1CL.vae.3367	0.845233778
PN15RK.vae.9539	0.570532721
PN6RG.vae.4377	0.682506481
PN5RB.vae.7162	0.738023809
PN2RH.bin.45	0.294326309
PN6RG.vae.71521	0.682506481
PN12RC.bin.68	0.919867397
PN6RI.vae.13687	0.96333309
PN3CA.bin.115	0.884151844
PN12RC.vae.4146	0.908285524
PN3CB.vae.20479	0.738023809
PN2RG.bin.155	0.720295042
PN11RM.bin.146	0.3400838
PN16RT.bin.23	0.486211836
PN8RK.vae.678	0.294326309
PN6RN.vae.2489	0.570532721
PN2LG.vae.2093	0.570532721
PN10RA.vae.9727	0.96333309
PN3RF.bin.79	0.662303095
PN1RD.vae.53684	-0.057856209
PN3CC.vae.39272	0.738023809
PN5LE.vae.21455	0.641113796
PN1RC.bin.67	0.618837401
PN15RC.vae.1160	0.641113796
PN1RH.vae.743	0.871562717
PN15RB.bin.138	0.11823505
PN1RA.vae.5867	0.755057148
PN15RK.vae.50342	0.787241831
PN1RC.vae.18163	0.720295042
PN5RD.bin.114	0.618837401
PN1RJ.bin.83	0.802481798
PN1RJ.vae.13990	0.516175059
PN5GB.bin.11	0.544203783
PN3GB.bin.8	-0.182794945
PN3GB.bin.19	0.243173787
PN3GD.bin.33	-0.6599162
PN4RF.vae.51092	0.952867657
PN12RE.bin.72	0.419265046
PN1GF.bin.3	0.486211836
PN1GG.vae.28871	0.701811636
PN1GJ.bin.91	0.831445494
PN1GC.vae.2069	0.952867657
PN3GF.bin.46	0.738023809
PN1IB.vae.5971	0.662303095
PN1GG.bin.46	0.381476485
PN6RF.bin.20	0.85859774
PN3LC.vae.133304	0.419265046
PN5RC.vae.23720	0.720295042
PN1CA.bin.30	0.845233778
G93	0.516175059
PN6RK.bin.86	-0.182794945
PN3RA.bin.220	0.641113796
PN16RJ.bin.77	0.919867397
PN11RN.bin.84	0.618837401
PN14RE.vae.6049	0.884151844
PN5RF.vae.97247	0.973552256
PN3CB.bin.29	0.641113796
PN16RU.bin.200	-0.057856209
PN8RF.bin.32	0.3400838
PN14RD.bin.20	0.662303095
PN7RG.bin.162	0.701811636
PN5JH.vae.37233	0.802481798
PN16RF.bin.122	0.544203783
PN6RK.bin.19	0.570532721
PN6RB.bin.252	0.419265046
PN8RB.vae.15171	0.18518184
PN16RF.vae.30987	0.486211836
PN5LF.bin.37	0.641113796
PN3CA.bin.99	0.720295042
PN5RG.vae.18667	0.18518184
PN10RN.vae.22944	0.570532721
PN1RG.bin.76	0.641113796
PN2LG.vae.12543	0.618837401
PN2GE.vae.1862	0.771447564
PN4RG.vae.33620	0.595356305
PN5RE.vae.25784	0.570532721
PN16RH.vae.1057	0.787241831
PN5RH.bin.31	0.618837401
PN13RP.bin.174	0.771447564
PN10RM.vae.7967	0.817205055
PN14RC.bin.172	0.381476485
PN3LC.vae.3141	0.662303095
PN11RI.vae.14133	0.454027152
PN10RK.bin.95	0.381476485
PN16RR.vae.26068	0.771447564
PN1RB.bin.29	0.701811636
PN1CD.bin.40	0.720295042
PN2RA.vae.19995	0.381476485
PN13RM.bin.14	0.817205055
PN10RK.vae.1868	0.845233778
PN1RK.bin.71	0.720295042
PN16RA.vae.59032	-0.182794945
PN12RF.bin.54	0.802481798
PN1II.bin.15	0.544203783
PN2JB.bin.10	0.11823505
PN3JA.bin.13	0.641113796
PN3DF.vae.9493	0.720295042
PN3GB.bin.49	0.738023809
PN5LA.vae.17488	0.738023809
PN5GD.bin.75	0.682506481
PN1GJ.vae.17654	0.802481798
PN1GJ.bin.70	0.381476485
PN11RF.bin.47	0.570532721
PN5LB.bin.198	0.701811636
PN1JK.vae.5852	0.682506481
PN12RI.bin.136	0.570532721
PN3GF.vae.7096	0.419265046
PN3DF.vae.9735	0.486211836
PN3JG.bin.48	0.11823505
PN15RF.bin.97	0.771447564
PN3JG.vae.7445	0.817205055
PN10RF.bin.125	0.931148407
PN11RN.bin.103	0.701811636
PN2LG.vae.82158	0.662303095
PN3RE.vae.2473	0.701811636
PN5IA.vae.7499	0.243173787
PN11RK.vae.26252	0.544203783
PN3CF.vae.20235	0.243173787
PN11RD.bin.129	0.787241831
PN1CA.bin.84	-0.182794945
PN2RB.vae.37212	0.039053804
PN10RB.bin.103	0.701811636
PN14RS.vae.7012	0.817205055
PN2GG.bin.15	0.595356305
PN7RL.bin.188	0.243173787
PN8RE.vae.9943	0.618837401
PN2GB.vae.5853	0.738023809
PN5RG.vae.46649	0.544203783
PN14RQ.bin.167	0.618837401
PN10RG.bin.62	0.755057148
PN5RE.bin.11	0.570532721
PN16RI.vae.1435	0.738023809
J406	0.771447564
PN10RA.vae.4826	0.662303095
PN14RK.bin.5	0.641113796
PN6RI.vae.10486	0.039053804
PN1RA.bin.118	0.701811636
PN9RI.bin.196	0.738023809
PN15RB.bin.17	0.662303095
PN11RO.bin.183	0.802481798
PN10RH.bin.149	0.871562717
PN16RP.vae.6423	0.595356305
PN11RF.vae.14504	0.516175059
PN8RG.bin.183	0.595356305
PN4RE.bin.75	0.831445494
PN2RC.vae.1420	0.682506481
PN1RB.bin.205	0.802481798
PN14RQ.bin.207	0.595356305
PN12RG.vae.2658	0.720295042
PN16RL.vae.18776	0.570532721
PN2CJ.vae.496	0.802481798
PN8RH.bin.154	0.454027152
PN14RT.vae.6219	0.544203783
PN11RK.vae.7492	0.544203783
PN10RJ.vae.37052	0.618837401
PN5RH.vae.12413	0.641113796
PN8RH.vae.11584	0.738023809
PN2CA.vae.10976	0.3400838
PN12RA.vae.49175	0.701811636
PN8RD.vae.5131	0.817205055
PN1RL.vae.6615	0.544203783
PN13RE.vae.33110	0.516175059
PN5LD.bin.63	0.595356305
PN10RL.vae.34513	0.771447564
PN1RC.bin.202	0.845233778
PN14RO.bin.174	0.618837401
PN2LB.vae.662	0.701811636
PN2RI.vae.24934	0.817205055
PN2RI.bin.152	0.570532721
PN3RG.vae.14171	0.787241831
PN1RF.vae.40981	0.486211836
PN3GG.vae.9536	0.720295042
PN3GA.bin.54	0.486211836
PN3GA.bin.55	0.771447564
PN3GB.bin.51	0.419265046
PN3JA.bin.20	0.662303095
PN8RR.bin.25	0.516175059
PN2GB.bin.13	0.682506481
PN12RE.vae.2368	0.662303095
PN3JF.bin.2	0.419265046
PN5RF.bin.292	0.516175059
PN5RE.bin.97	0.516175059
PN3RH.vae.1356	0.454027152
PN9RM.vae.12507	0.570532721
PN15RO.bin.41	0.755057148
PN8RG.vae.44321	0.641113796
PN2CC.vae.45014	0.516175059
PN14RH.bin.111	0.641113796
PN6RF.vae.33473	0.662303095
PN5RA.vae.39830	0.544203783
PN13RP.bin.41	0.3400838
PN2CH.vae.21301	0.831445494
PN14RT.vae.13757	0.682506481
PN5CC.vae.66275	0.755057148
PN1RL.vae.14434	0.381476485
PN11RG.bin.118	0.802481798
PN5RC.vae.32485	0.845233778
PN16RK.bin.152	0.85859774
PN10RH.vae.22924	0.802481798
PN8RL.vae.34985	0.720295042
PN3CD.vae.88779	0.18518184
PN7RR.vae.34571	0.243173787
PN8RD.vae.10067	0.544203783
PN13RG.vae.2876	0.419265046
PN7RH.vae.8988	0.595356305
PN1RJ.vae.111196	0.618837401
PN2RA.vae.10556	0.720295042
PN9RJ.vae.15972	0.454027152
PN5RC.vae.17613	0.3400838
PN2CB.bin.79	0.641113796
PN1RC.bin.27	0.771447564
PN16RV.vae.24032	0.516175059
PN13RE.vae.22232	0.570532721
PN1RJ.vae.118362	0.381476485
PN8RM.bin.213	0.544203783
PN8RI.vae.26337	0.787241831
PN7RO.vae.3860	0.18518184
PN5GA.vae.2156	0.381476485
PN2GE.bin.34	0.787241831
PN3DD.bin.69	0.641113796
PN3JG.bin.42	0.787241831
PN1DL.bin.41	0.381476485
PN1GE.bin.8	0.662303095
PN5RF.bin.6	0.381476485
PN14RB.bin.24	-0.057856209
PN1GC.bin.52	0.544203783
PN5RH.vae.40587	0.516175059
PN3LC.vae.45043	0.641113796
PN11RE.bin.56	0.618837401
PN11RC.bin.20	-0.358886204
PN4RH.vae.8900	0.682506481
PN16RH.bin.109	0.544203783
PN11RA.bin.82	0.738023809
PN3LG.vae.1618	0.802481798
PN15RB.vae.92164	0.595356305
PN7RO.bin.127	0.802481798
PN5RD.bin.239	0.662303095
PN11RE.bin.157	0.618837401
PN14RD.vae.35997	0.039053804
J352	0.3400838
PN16RG.vae.23843	-0.358886204
PN10RS.vae.9089	0.516175059
PN16RN.bin.186	0.3400838
PN1RK.bin.40	0.3400838
PN3CA.vae.16217	0.454027152
PN1RH.vae.39939	0.039053804
PN14RS.vae.46794	0.618837401
PN5RG.vae.14740	0.771447564
PN12RD.vae.10282	0.662303095
PN11RH.bin.1	0.771447564
PN6RC.bin.92	0.3400838
PN6RT.bin.128	0.454027152
PN11RO.bin.126	0.3400838
PN11RH.vae.13129	0.682506481
PN15RE.vae.15126	0.516175059
PN10RE.vae.8331	0.516175059
PN2CB.bin.71	0.662303095
PN11RJ.vae.38048	0.570532721
PN1RD.bin.46	0.486211836
PN1RJ.vae.47929	0.486211836
PN5RC.vae.23630	0.641113796
PN16RR.bin.19	0.720295042
PN1RH.vae.9742	0.419265046
PN1RC.vae.47770	0.419265046
PN11RF.vae.6661	0.738023809
PN10RN.vae.53878	0.662303095
PN10RL.vae.5968	0.570532721
PN1CD.vae.23372	0.682506481
PN5GA.vae.7976	0.682506481
PN5GD.bin.7	0.419265046
J312	0.802481798
PN3GE.bin.43	0.243173787
PN8RC.bin.75	0.419265046
PN3GF.bin.45	0.294326309
PN8RE.bin.145	0.641113796
PN6RD.vae.2816	0.662303095
PN8RH.vae.10598	0.618837401
PN5RC.vae.13389	0.294326309
PN2LF.bin.56	0.771447564
PN4RD.vae.10709	0.662303095
PN11RE.bin.119	0.516175059
PN10RJ.vae.62633	0.771447564
PN10RP.vae.12108	0.516175059
PN14RP.vae.17677	0.454027152
PN16RU.vae.11056	0.3400838
PN11RA.bin.188	0.039053804
PN16RD.vae.7431	0.381476485
PN11RE.bin.23	0.294326309
PN8RB.vae.19457	0.243173787
PN10RB.bin.140	0.618837401
PN3CA.vae.26312	0.618837401
PN16RP.vae.38909	0.419265046
PN8RN.vae.27502	0.570532721
PN9RK.vae.25277	0.294326309
PN1RB.vae.24020	0.738023809
PN3CB.vae.2124	0.570532721
PN1RL.bin.62	0.039053804
PN8RF.vae.10732	0.419265046
PN3CD.vae.175426	0.419265046
PN3CG.vae.27859	0.243173787
PN8RL.vae.20741	0.294326309
PN11RE.bin.179	0.486211836
PN8RD.vae.8239	0.755057148
PN14RO.vae.33693	0.544203783
PN16RV.bin.35	0.641113796
PN3CD.vae.80983	0.243173787
PN1RB.vae.39594	0.787241831
PN5RA.vae.9588	0.771447564
PN13RQ.vae.3588	0.454027152
PN11RM.bin.89	0.771447564
PN10RB.bin.191	0.486211836
PN11RO.vae.12524	0.618837401
PN8RL.bin.21	0.419265046
PN6RS.vae.7833	0.570532721
PN13RR.bin.66	0.595356305
PN3RD.bin.147	0.18518184
PN7RI.bin.98	0.486211836
PN11RD.vae.35449	-0.057856209
PN13RQ.vae.314	0.618837401
PN13RB.vae.40534	0.243173787
PN7RO.bin.101	0.516175059
PN12RC.vae.6321	0.516175059
PN7RF.bin.112	0.039053804
PN10RG.vae.21728	0.486211836
PN10RE.bin.9	0.595356305
PN1RJ.bin.128	0.419265046
PN8RG.vae.5700	0.641113796
PN13RG.bin.125	0.381476485
PN2CH.bin.117	0.618837401
PN3RE.vae.1778	0.595356305
PN16RR.vae.38495	0.641113796
PN8RF.vae.13850	0.682506481
PN10RQ.vae.15902	0.039053804
PN3RH.bin.286	0.682506481
PN7RQ.bin.117	0.381476485
PN5LF.bin.107	0.738023809
PN3DG.bin.16	0.18518184
PN8RG.vae.13769	0.486211836
PN9RJ.bin.208	0.641113796
PN1RL.bin.141	0.570532721
PN3LA.vae.5200	0.486211836
PN6RP.bin.45	0.419265046
PN2LF.vae.7722	0.720295042
PN5LF.vae.94903	0.570532721
PN11RA.vae.3778	0.11823505
PN10RQ.vae.9163	0.419265046
PN6RI.bin.57	0.454027152
PN3CB.bin.30	0.486211836
PN5LF.bin.80	0.544203783
PN12RD.bin.155	0.516175059
PN8RJ.bin.137	0.682506481
PN3RF.vae.17177	0.454027152
PN4RG.vae.8229	0.381476485
PN11RD.bin.142	-0.057856209
PN16RF.vae.40870	0.486211836
PN5RE.bin.87	0.381476485
PN14RO.vae.12971	0.701811636
PN1CC.vae.3984	0.18518184
PN1RL.vae.2467	0.618837401
PN14RJ.vae.28141	0.682506481
PN16RT.bin.87	0.682506481
PN5LH.bin.225	0.18518184
PN3RD.bin.9	0.570532721
PN8RQ.bin.3	0.3400838
PN11RO.vae.6781	-0.6599162
PN3CA.bin.121	0.3400838
PN2CD.vae.34085	0.701811636
PN11RM.bin.26	0.381476485
PN8RR.vae.3898	0.516175059
PN1RB.bin.10	0.243173787
PN6RM.vae.49654	0.544203783
PN10RF.vae.20632	0.570532721
PN16RV.bin.123	0.419265046
PN14RI.bin.213	0.294326309
PN16RE.vae.914	0.039053804
PN11RM.vae.34038	0.595356305
PN14RO.vae.29326	0.516175059
PN13RG.bin.50	0.381476485
PN10RE.vae.4305	0.662303095
PN3RG.vae.2890	-0.358886204
PN7RF.vae.17723	0.738023809
PN10RF.vae.2414	0.662303095
PN1RC.vae.20374	0.294326309
PN1RD.bin.241	0.454027152
PN1RD.vae.16364	0.570532721
PN4RF.vae.331378	0.18518184
PN3RD.bin.176	0.641113796
PN12RA.bin.54	0.419265046
PN12RA.bin.101	0.419265046
J1047	0.454027152
PN3JF.bin.21	0.570532721
PN12RA.bin.172	0.595356305
PN6RD.bin.26	0.701811636
PN3JG.bin.2	0.11823505
PN8RE.bin.181	0.243173787
PN16RR.vae.51521	0.682506481
PN7RR.bin.153	0.720295042
PN3CD.bin.149	0.381476485
PN7RL.bin.68	0.516175059
PN10RA.vae.3369	0.720295042
PN5CC.bin.18	0.294326309
PN5RC.bin.200	0.641113796
PN11RC.bin.79	0.544203783
PN3GD.vae.18336	0.662303095
PN2GD.vae.6314	0.738023809
PN2GD.bin.23	0.3400838
PN1RL.bin.187	0.18518184
PN8RA.bin.133	0.701811636
PN2CC.vae.91357	0.294326309
PN2CH.bin.84	0.682506481
PN1RB.vae.6396	0.18518184
PN2RC.vae.3962	0.18518184
PN11RA.bin.228	0.595356305
PN13RR.vae.2159	0.243173787
PN11RJ.bin.205	0.381476485
PN12RA.vae.7343	0.618837401
PN12RB.vae.14741	0.243173787
PN3CA.vae.3419	0.454027152
PN8RP.vae.2970	0.641113796
PN3RF.vae.3811	0.11823505
PN7RE.bin.71	0.454027152
PN8RG.vae.27456	0.381476485
PN15RC.vae.5660	0.682506481
PN1RK.vae.1860	0.294326309
PN16RG.vae.24619	0.486211836
PN8RP.vae.14320	0.662303095
J1001	0.486211836
PN12RD.vae.6836	0.419265046
PN4RE.vae.68132	0.18518184
PN9RJ.vae.14565	0.544203783
PN8RO.bin.102	0.3400838
PN6RG.bin.100	0.641113796
PN16RO.vae.22886	0.595356305
PN1RD.bin.137	0.486211836
PN1RB.vae.9968	0.419265046
PN10RN.vae.57081	0.454027152
PN5RH.vae.15428	0.516175059
PN11RH.bin.22	0.618837401
PN3RF.vae.16907	0.039053804
PN3CA.bin.95	0.294326309
PN12RH.vae.10048	0.419265046
PN4RA.bin.102	0.381476485
PN15RI.vae.21457	0.641113796
K8	0.570532721
PN13RE.vae.54876	0.381476485
PN2RH.vae.17580	0.454027152
PN16RE.bin.69	0.701811636
PN2RH.vae.11000	0.294326309
PN2RA.vae.62029	0.3400838
PN10RR.vae.128	0.720295042
PN10RF.vae.20267	-0.358886204
PN14RP.vae.28811	0.570532721
PN1RL.vae.10794	-0.6599162
PN10RF.vae.20734	0.294326309
PN10RS.vae.34978	0.595356305
PN4RE.vae.32966	0.039053804
PN3RF.bin.26	0.381476485
PN1RK.vae.19830	0.18518184
PN1JG.bin.27	0.486211836
PN4RF.bin.39	0.516175059
PN1GG.bin.68	0.544203783
PN9RI.bin.18	0.595356305
PN11RE.bin.178	0.595356305
PN2GE.bin.4	0.595356305
PN8RC.bin.160	0.544203783
PN2RF.vae.45811	0.18518184
PN8RN.bin.201	0.11823505
PN1LG.vae.20645	0.3400838
PN7RI.bin.77	0.294326309
PN12RI.bin.72	0.3400838
PN3CB.bin.197	0.570532721
PN11RF.vae.26781	0.516175059
K319	0.516175059
PN14RT.bin.134	0.595356305
PN5CE.vae.15762	0.3400838
PN12RA.vae.20296	0.381476485
PN7RE.vae.76249	0.243173787
PN3CC.bin.55	0.516175059
PN15RE.vae.12705	0.419265046
PN14RE.vae.12891	0.454027152
PN2RB.bin.109	-0.182794945
PN16RH.vae.10054	0.419265046
PN5RG.bin.243	0.039053804
PN8RP.vae.5693	0.516175059
PN5RE.vae.10846	0.18518184
PN3RA.bin.93	0.243173787
PN16RV.bin.68	0.570532721
PN8RN.vae.34234	0.11823505
PN12RI.vae.7954	0.419265046
PN7RE.bin.91	0.618837401
PN2RF.vae.72712	0.595356305
PN3CA.vae.16356	0.3400838
PN16RL.vae.13976	0.570532721
PN3RF.bin.74	0.3400838
PN16RR.bin.66	0.419265046
PN6RS.vae.30524	0.294326309
PN11RK.vae.18645	0.544203783
PN1RJ.vae.12439	0.381476485
PN3RH.vae.30410	0.381476485
PN6RM.vae.30604	0.720295042
PN15RO.vae.35996	0.486211836
PN15RH.vae.959	0.419265046
PN3RG.vae.119529	0.3400838
PN12RJ.vae.121	0.3400838
PN13RI.bin.99	0.419265046
PN15RB.vae.70512	0.419265046
PN1RH.bin.137	0.419265046
PN7RO.bin.91	0.294326309
PN12RA.bin.183	0.486211836
PN1RC.vae.18795	0.454027152
PN13RP.vae.5514	0.3400838
PN1RF.vae.22137	0.3400838
PN10RH.vae.12867	0.3400838
PN11RI.bin.151	0.486211836
PN3DD.bin.6	0.682506481
PN12RA.vae.7782	0.294326309
PN12RC.vae.17901	0.039053804
PN3CG.bin.162	0.243173787
PN3GF.bin.54	0.516175059
PN12RG.vae.23805	0.595356305
PN3DG.bin.7	0.570532721
PN11RG.vae.32922	0.486211836
PN14RJ.vae.18394	0.11823505
PN12RE.bin.11	0.3400838
PN12RA.bin.143	0.454027152
PN14RO.vae.20045	0.516175059
PN14RS.vae.36766	0.18518184
PN10RP.bin.145	0.486211836
PN5CC.bin.127	0.381476485
PN5RG.bin.225	0.516175059
PN12RA.bin.49	0.039053804
PN2RJ.bin.167	0.11823505
CH19	0.682506481
PN13RR.vae.20731	0.516175059
PN5RG.vae.5512	0.18518184
PN11RD.vae.20653	0.243173787
PN2LG.vae.29162	0.544203783
PN1RA.bin.93	0.454027152
PN3LA.vae.490	0.243173787
PN5RE.bin.73	0.419265046
PN5RG.vae.45175	0.516175059
PN4RE.vae.50510	0.18518184
PN5RG.vae.91992	-0.057856209
PN5RA.vae.48044	0.11823505
PN5CC.vae.16157	0.18518184
PN4RA.bin.28	0.618837401
PN11RA.vae.4471	0.516175059
PN16RE.vae.12059	0.3400838
PN1RB.bin.217	0.381476485
PN6RB.vae.12530	0.570532721
PN1RF.bin.61	0.570532721
PN11RO.vae.3331	0.419265046
PN3CD.vae.19133	0.294326309
PN6RM.bin.6	0.516175059
PN16RG.vae.23847	0.039053804
PN1RI.vae.194640	0.381476485
PN1RA.vae.49027	0.294326309
PN16RA.vae.61343	0.570532721
PN7RU.bin.82	0.039053804
PN3CF.vae.5986	0.516175059
J417	0.039053804
PN5RC.vae.10536	-0.057856209
PN1RL.bin.23	0.294326309
PN3CD.bin.66	0.039053804
PN11RF.vae.7841	-0.057856209
PN1CD.vae.23152	-0.057856209
PN16RR.vae.27178	0.454027152
PN2RA.bin.190	0.039053804
J244	0.3400838
PN11RE.vae.36472	0.419265046
PN2RH.vae.55125	0.3400838
PN3CB.bin.18	0.595356305
PN1GG.bin.69	0.039053804
PN12RG.bin.56	0.454027152
PN1CB.vae.37083	0.516175059
PN1JE.bin.38	0.544203783
PN8RJ.bin.117	-0.057856209
PN2GE.vae.20285	0.18518184
PN7RG.bin.22	-0.182794945
PN11RE.bin.6	0.294326309
PN1RL.bin.29	0.039053804
PN12RE.bin.24	-0.057856209
PN5IE.bin.94	0.294326309
PN3RH.vae.51905	0.454027152
PN11RI.bin.98	0.294326309
PN3RC.vae.2459	0.454027152
PN6RG.vae.2753	0.381476485
PN11RN.bin.28	-0.057856209
PN8RK.bin.77	0.381476485
PN6RF.vae.7445	0.294326309
PN3DD.bin.19	0.294326309
PN3DG.vae.71786	0.419265046
PN16RS.bin.57	0.294326309
PN6RF.bin.48	0.381476485
PN6RT.vae.14226	0.294326309
PN1RD.vae.40434	0.544203783
PN8RP.bin.160	0.3400838
PN7RE.bin.183	0.454027152
PN12RD.vae.5182	0.243173787
PN1RB.vae.51949	0.18518184
PN7RI.bin.15	0.039053804
PN10RJ.vae.2376	0.3400838
PN3RB.vae.16764	0.381476485
PN16RG.vae.22445	0.381476485
PN10RP.bin.155	0.11823505
PN16RF.bin.17	0.294326309
PN2RB.vae.26909	0.243173787
PN1RD.bin.78	0.11823505
PN10RJ.vae.61585	0.039053804
PN16RA.vae.4545	0.381476485
PN3CA.vae.4556	0.243173787
PN4RD.vae.36140	0.595356305
PN12RH.vae.10325	0.618837401
PN11RC.bin.66	0.419265046
PN7RB.vae.15257	0.3400838
PN1RD.bin.191	0.039053804
PN10RA.bin.94	-0.6599162
PN8RJ.vae.37108	0.381476485
PN8RL.vae.41420	0.243173787
PN3RE.bin.61	0.243173787
PN6RL.vae.8694	0.486211836
PN16RJ.bin.48	0.039053804
PN10RC.vae.28904	0.243173787
PN2CG.vae.5780	0.11823505
PN1RA.vae.29068	0.294326309
PN11RH.vae.919	0.486211836
PN16RM.vae.17470	0.11823505
PN6RC.vae.27573	0.039053804
PN1RL.vae.5206	0.516175059
PN14RP.vae.8357	0.039053804
PN6RM.bin.185	-0.358886204
PN11RC.vae.26380	0.454027152
PN3CH.vae.58057	0.419265046
PN7RG.bin.164	0.18518184
PN1JE.bin.11	0.243173787
PN12RG.bin.96	0.570532721
J113	0.18518184
PN6RP.vae.36474	0.454027152
J1391	0.570532721
PN14RB.bin.101	0.039053804
PN1JE.vae.11532	0.294326309
PN1RB.bin.243	0.039053804
PN1JE.bin.77	0.18518184
PN4RA.vae.33526	0.039053804
PN6RM.bin.194	0.486211836
PN16RJ.bin.59	0.039053804
PN10RQ.bin.60	0.419265046
PN12RB.bin.5	0.381476485
PN1GH.bin.46	0.516175059
PN15RA.vae.110478	0.544203783
PN3LE.vae.4107	-0.182794945
PN3LA.bin.24	0.243173787
PN7RQ.vae.28215	-0.182794945
PN8RE.bin.167	0.294326309
PN3CA.bin.26	0.544203783
PN14RO.vae.2584	0.419265046
PN10RP.vae.47458	0.381476485
PN1RL.vae.6111	0.454027152
PN16RR.vae.39651	0.544203783
PN5RG.vae.10095	0.243173787
PN15RE.bin.134	0.3400838
PN1RC.vae.20794	-0.182794945
PN1RI.vae.57461	0.18518184
PN11RF.vae.962	0.294326309
PN3LD.vae.35957	0.039053804
PN6RS.vae.40801	0.039053804
PN11RD.vae.13902	0.039053804
PN1RD.vae.79989	0.18518184
PN11RA.vae.8181	0.11823505
PN10RD.bin.47	0.3400838
PN1JE.bin.63	0.3400838
PN3GH.bin.21	0.454027152
PN1GD.vae.23015	0.18518184
PN3LF.bin.122	0.243173787
PN12RC.bin.100	0.454027152
PN8RC.bin.56	-0.057856209
PN3LD.bin.79	-0.057856209
PN1RB.vae.16371	0.3400838
PN16RT.vae.19994	0.243173787
PN3LD.bin.75	-0.6599162
PN11RO.bin.30	0.18518184
PN2GC.bin.42	0.294326309
PN3DD.bin.39	-0.057856209
CH17	0.11823505
PN4RE.bin.135	0.3400838
PN1RL.bin.42	0.243173787
PN11RA.vae.49668	0.18518184
PN8RC.bin.167	0.294326309
PN16RT.vae.89614	-0.6599162
PN6RQ.bin.90	0.419265046
PN2CH.vae.27671	0.419265046
PN2GE.bin.22	-0.6599162
PN6RK.vae.27890	0.3400838
PN13RC.bin.134	0.18518184
PN1RB.vae.72886	0.454027152
PN12RI.vae.6826	0.11823505
PN3RA.vae.4758	-0.182794945
PN1RC.vae.1239	0.18518184
PN5RC.vae.6630	-0.358886204
PN16RR.bin.8	-0.057856209
PN9RJ.bin.16	0.294326309
PN13RO.bin.68	0.243173787
PN1RA.vae.8397	-0.057856209
PN8RC.bin.102	0.454027152
PN16RT.bin.223	0.039053804
PN1CL.bin.154	-0.182794945
PN11RE.bin.27	0.381476485
PN14RN.vae.9396	0.3400838
PN6RO.vae.4683	-0.358886204
PN6RF.bin.174	0.18518184
PN1RL.vae.2755	0.419265046
PN12RD.bin.160	0.381476485
PN16RT.bin.100	0.039053804
PN6RO.vae.14063	-0.6599162
PN8RC.vae.52047	0.243173787
PN2LF.vae.4800	0.516175059
CH13	0.381476485
PN16RA.vae.15156	0.419265046
PN8RD.vae.15389	-0.057856209
PN2RF.vae.32265	-0.358886204
PN8RC.vae.33586	0.243173787
PN16RG.vae.14305	0.243173787
CH18	0.381476485
PN16RB.bin.97	0.243173787
PN16RJ.vae.42000	0.294326309
PN3RH.bin.65	-0.182794945
PN16RC.vae.8615	0.18518184
PN12RD.vae.10523	0.3400838
PN1CJ.vae.15401	0.3400838
PN1RB.vae.5744	0.11823505
PN5JG.vae.4500	-0.182794945
