DATASET_SIMPLEBAR
SEPARATOR TAB

#数据集名称
DATASET_LABEL	simplebar_completeness
PN1RH_k141_2180598	37585
PN1RH_k141_2866242	12935
PN1RH_k141_3029515	5162
PN1RH_k141_3088544	13657
PN1RH_k141_318967	12666
PN1RH_k141_379826	27691
PN1RH_k141_421704	99746
PN1RH_k141_892244	18603
PN1RI_k141_1102334	26016
PN1RI_k141_1111404	57353
PN1RI_k141_1153987	6955
PN1RI_k141_1159116	23541
PN1RI_k141_119137	59174
PN1RI_k141_1387330	7892
PN1RI_k141_1690095	12339
PN1RI_k141_1714318	39600
PN1RI_k141_1751838	31084
PN1RI_k141_256636	8303
PN1RI_k141_289808	23983
PN1RI_k141_3624	12259
PN1RI_k141_501118	27669
PN1RI_k141_522945	63417
PN1RI_k141_557188	36961
PN1RI_k141_999268	16696
PN1RJ_k141_1016286	33505
PN1RJ_k141_1111452_1	18741
PN1RJ_k141_1134002	58918
PN1RJ_k141_1373882	13736
PN1RJ_k141_191063	15660
PN1RJ_k141_45417	11320
PN1RJ_k141_472729	36124
PN1RJ_k141_719342	11504
PN1RJ_k141_736425	8517
PN1RJ_k141_740328	14504
PN1RJ_k141_827308	12125
PN1RK_k141_1007650	56552
PN1RK_k141_126512	55573
PN1RK_k141_1388361	9259
PN1RK_k141_1396897	13059
PN1RK_k141_1531307	39505
PN1RK_k141_1555736	34888
PN1RK_k141_1661487	22471
PN1RK_k141_1785977	46510
PN1RK_k141_1913832	39201
PN1RK_k141_2091343	46422
PN1RK_k141_2186485	7196
PN1RK_k141_2622423	12093
PN1RK_k141_2633487	12431
PN1RK_k141_2880081	6029
PN1RK_k141_2970429	89523
PN1RK_k141_3418361	36022
PN1RK_k141_3454525	50516
PN1RK_k141_3489923	50181
PN1RK_k141_3489945	51742
PN1RK_k141_413794	35037
PN1RK_k141_569281	149142
PN1RL_k141_1011403	28881
PN1RL_k141_1023782	27828
PN1RL_k141_1182184_1	13205
PN1RL_k141_1188503	12655
PN1RL_k141_1251367	14368
PN1RL_k141_1302194	22250
PN1RL_k141_1368196	59333
PN1RL_k141_1495202	9467
PN1RL_k141_1598420	124383
PN1RL_k141_1635553	22351
PN1RL_k141_1898034_1	33995
PN1RL_k141_2142909	9079
PN1RL_k141_2264272	31759
PN1RL_k141_335427	45677
PN1RL_k141_34294	10245
PN1RL_k141_486551	37390
PN1RL_k141_575857	21579
PN1RL_k141_797561	55252
PN1RL_k141_826780	5228
PN2CA_k141_1402722	9766
PN2CA_k141_1427470	42967
PN2CA_k141_1427471	6292
PN2CA_k141_144916	31521
PN2CA_k141_491664	28801
PN2CA_k141_95727	10515
PN2CB_k141_839929	8581
PN2CC_k141_2019316	40866
PN2CC_k141_223954	29108
PN2CC_k141_813797	36190
PN2CD_k141_1978369	41094
PN2CD_k141_499233	18402
PN2CE_k141_1179092	47058
PN2CE_k141_1180972	27195
PN2CE_k141_1193852	91900
PN2CE_k141_1328216	76258
PN2CE_k141_1590130	42302
PN2CE_k141_2355844	55496
PN2CE_k141_2355867	6393
PN2CE_k141_7038	35635
PN2CE_k141_932626	6563
PN2CF_k141_2164841	29341
PN2CF_k141_2787931	54688
PN2CF_k141_885078	11150
PN2CG_k141_1154907	7845
PN2CG_k141_1329090	38281
PN2CG_k141_1465675	11574
PN2CG_k141_1616630	10354
PN2CG_k141_165408	32695
PN2CG_k141_2101746	52198
PN2CG_k141_210688	12741
PN2CG_k141_2139589	9754
PN2CG_k141_2139596	35774
PN2CG_k141_2139699	8135
PN2CG_k141_216214	6336
PN2CG_k141_726536	15162
PN2CH_k141_134220	7773
PN2CH_k141_1598891	29154
PN2CH_k141_1669996	23699
PN2CH_k141_1803835	41703
PN2CH_k141_2478328	20672
PN2CH_k141_728877	27153
PN2CH_k141_747134	26161
PN2CI_k141_1047828	12161
PN2CI_k141_2929650	7750
PN2CI_k141_2929664	6055
PN2CJ_k141_196611	6125
PN2CJ_k141_2156962	17900
PN2CJ_k141_2161160	5343
PN2CJ_k141_2509088	13223
PN2CJ_k141_2509314	17323
PN2CJ_k141_554298	50831
PN2CJ_k141_591372	32688
PN2DB_k141_130343	12548
PN2DE_k141_29087	48022
PN2GA_k141_121756	69783
PN2GB_k141_101492	8199
PN2GB_k141_138011	6322
PN2GB_k141_414701	5428
PN2GC_k141_213852	10791
PN2GC_k141_29199	67258
PN2GC_k141_392704	17913
PN2GD_k141_215096	23654
PN2GJ_k141_11640	31140
PN2GJ_k141_127169	16204
PN2GJ_k141_133556	15362
PN2GJ_k141_62000	6894
PN2IA_k141_67571	25729
PN2IF_k141_136929	39531
PN2IF_k141_174033	22678
PN2IF_k141_182032	21310
PN2IF_k141_58884	22172
PN2IG_k141_44736	37523
PN2JA_k141_36597	9284
PN2JA_k141_8850	6755
PN2JC_k141_120970	5802
PN2JC_k141_139976	25810
PN2JD_k141_280756	7958
PN2JD_k141_301559	12249
PN2JD_k141_477253	15626
PN2JD_k141_487364	16699
PN2JE_k141_18974	6853
PN2JE_k141_43138	43080
PN2JF_k141_130571	71758
PN2JG_k141_101280	31229
PN2JG_k141_49303	21523
PN2JH_k141_20562	45601
PN2JH_k141_23310	19962
PN2JI_k141_119432	43640
PN2JI_k141_98635	46735
PN2LA_k141_1633627	22237
PN2LB_k141_1799877	25452
PN2LB_k141_2127140	43946
PN2LB_k141_2213181	13671
PN2LB_k141_244376	6716
PN2LB_k141_969393	24120
PN2LD_k141_179389	27652
PN2LD_k141_730325	15077
PN2LD_k141_822047	7576
PN2LF_k141_261278	28784
PN2LF_k141_292975	5080
PN2LF_k141_32043	63867
PN2LF_k141_373435	33447
PN2LF_k141_79303	39542
PN2LG_k141_1133336	25507
PN2LG_k141_1539197	16394
PN2LG_k141_1645819	5247
PN2LG_k141_1808604	40409
PN2LG_k141_260116	11029
PN2LG_k141_749711	7172
PN2LG_k141_805788	52844
PN2LI_k141_1313948	7580
PN2RA_k141_1083743	46861
PN2RA_k141_1116164	16398
PN2RA_k141_1269015	10084
PN2RA_k141_1525728	20824
PN2RA_k141_1702774	41852
PN2RA_k141_1774837	20557
PN2RA_k141_2346255	10836
PN2RA_k141_2717663	63307
PN2RA_k141_2852993	6162
PN2RA_k141_2853188	7122
PN2RA_k141_322699	12796
PN2RA_k141_507561	15347
PN2RA_k141_584365	11120
PN2RA_k141_67559	9987
PN2RA_k141_861323	45227
PN2RC_k141_1204021	19438
PN2RC_k141_1906227	5252
PN2RE_k141_995	13900
PN2RF_k141_1798433	8676
PN2RF_k141_2298243	112857
PN2RF_k141_2362795	11395
PN2RF_k141_2393764	9040
PN2RF_k141_2762354	33484
PN2RF_k141_342129	24970
PN2RG_k141_1139637	21495
PN2RG_k141_1149055	7943
PN2RG_k141_1149929	45621
PN2RG_k141_1567211	40237
PN2RG_k141_1982870	25086
PN2RG_k141_36151	24402
PN2RG_k141_657474	20108
PN2RG_k141_733360	47605
PN2RH_k141_1043479	69944
PN2RH_k141_2539413	6557
PN2RH_k141_2567570	12282
PN2RI_k141_1608878	48240
PN2RJ_k141_1043801	7782
PN2RJ_k141_1516552	13177
PN2RJ_k141_498211	54480
PN3CA_k141_1189054_1	24033
PN3CA_k141_1443104_1	37806
PN3CA_k141_1635409	5594
PN3CA_k141_1637386	5116
PN3CA_k141_1840830	7603
PN3CA_k141_1908526	16408
PN3CA_k141_1986873	11394
PN3CA_k141_67798	50007
PN3CA_k141_844912	32791
PN3CB_k141_1021376	9585
PN3CB_k141_1354161	35053
PN3CB_k141_178629	55007
PN3CB_k141_1806712	52735
PN3CB_k141_554651	9914
PN3CB_k141_624499	26289
PN3CB_k141_688634	23826
PN3CB_k141_782664	22139
PN3CC_k141_1010297	43945
PN3CC_k141_1189666	22980
PN3CC_k141_1222729	5010
PN3CC_k141_1363898	32741
PN3CC_k141_1507906	20782
PN3CD_k141_1006538	11712
PN3CD_k141_1140300	18250
PN3CD_k141_1532468	43655
PN3CD_k141_625532	30718
PN3CD_k141_780859	26252
PN3CD_k141_802615	6036
PN3CD_k141_849840	39928
PN3CD_k141_911393_1	27245
PN3CE_k141_440933	27554
PN3CF_k141_1000281	24870
PN3CF_k141_1218878	28233
PN3CF_k141_1563560_1	9013
PN3CF_k141_160320	27772
PN3CF_k141_1813313	10750
PN3CF_k141_187250	8675
PN3CF_k141_1937337	31314
PN3CF_k141_1993067	44819
PN3CF_k141_2039360	17027
PN3CF_k141_2051983	18743
PN3CF_k141_2052389	32021
PN3CF_k141_2093772	32553
PN3CF_k141_2166808	18019
PN3CF_k141_2278954	9176
PN3CF_k141_2285251	17720
PN3CF_k141_2329584	24563
PN3CF_k141_2604207	44812
PN3CF_k141_2616474	31355
PN3CF_k141_270905	15441
PN3CF_k141_333132	13039
PN3CF_k141_444607	41474
PN3CF_k141_573619	5812
PN3CF_k141_669564	28246
PN3CF_k141_684428	55336
PN3CF_k141_851317	31908
PN3CG_k141_108871_1	26151
PN3CG_k141_1111653	8088
PN3CG_k141_1299299	18407
PN3CG_k141_1500692	23834
PN3CG_k141_231986	10826
PN3CG_k141_685824	9072
PN3CG_k141_700251	20216
PN3CH_k141_1463823	32893
PN3CH_k141_2146630_1	26498
PN3CH_k141_274328	16736
PN3CH_k141_597185	40060
PN3DD_k141_117386	5987
PN3DD_k141_353227	33094
PN3DG_k141_149722	32158
PN3DG_k141_154481	36595
PN3DG_k141_233388	32997
PN3DG_k141_375393	11165
PN3DG_k141_391407	33985
PN3DG_k141_423466	39070
PN3GA_k141_115045	88680
PN3GA_k141_208075_1	27861
PN3GA_k141_264947	28330
PN3GA_k141_383252	11795
PN3GA_k141_388298	52061
PN3GB_k141_229301	12331
PN3GB_k141_273557	16966
PN3GB_k141_33747	30319
PN3GB_k141_404310	29175
PN3GB_k141_476671	9128
PN3GD_k141_1036420	13434
PN3GD_k141_456558	12517
PN3GD_k141_517344	49860
PN3GD_k141_605106	19027
PN3GD_k141_6880	12830
PN3GD_k141_734953	47128
PN3GD_k141_838694	21126
PN3GF_k141_166949	33122
PN3GF_k141_243726	23039
PN3GF_k141_246480	27724
PN3GH_k141_59345	11106
PN3IB_k141_176542	31975
PN3IB_k141_226140	5378
PN3JA_k141_31778	10272
PN3JC_k141_128385	22123
PN3JF_k141_283241	10809
PN3JF_k141_289947	24618
PN3JF_k141_503310	24149
PN3JF_k141_50970	10100
PN3JF_k141_95453	9913
PN3JG_k141_155322	20350
PN3LA_k141_1560575	35713
PN3LA_k141_1617743	13417
PN3LA_k141_1764317	47009
PN3LA_k141_1859250	69947
PN3LA_k141_1859253	12889
PN3LA_k141_1859281	35244
PN3LA_k141_30933	25492
PN3LA_k141_509345	8763
PN3LA_k141_572198	38976
PN3LA_k141_599344	15670
PN3LA_k141_617390	15659
PN3LA_k141_664037	26341
PN3LA_k141_746949	9674
PN3LA_k141_755242	48925
PN3LA_k141_977896	42218
PN3LB_k141_1035210	11908
PN3LB_k141_1127522	42371
PN3LB_k141_1241651	10025
PN3LB_k141_133067	57765
PN3LB_k141_1541092	12395
PN3LB_k141_1566744	53445
PN3LB_k141_947799	7274
PN3LC_k141_1303184	20980
PN3LC_k141_1395997	6349
PN3LC_k141_1396194	34638
PN3LC_k141_2352013	6198
PN3LC_k141_2398832	11476
PN3LC_k141_2408478	5380
PN3LD_k141_1052052	21789
PN3LD_k141_1558189	12335
PN3LD_k141_1609522_1	28392
PN3LD_k141_178480	20761
PN3LD_k141_45353	33230
PN3LD_k141_602427_1	46904
PN3LE_k141_1024639	11970
PN3LE_k141_1505833	28927
PN3LE_k141_1728564	44911
PN3LE_k141_1877077	25801
PN3LE_k141_1997118	7199
PN3LF_k141_1077550	56013
PN3LF_k141_1111415	12915
PN3LF_k141_1167197	7114
PN3LF_k141_1262283	31689
PN3LF_k141_1327511	78317
PN3LF_k141_1471235	29755
PN3LF_k141_1635407	28351
PN3LF_k141_170041	7197
PN3LF_k141_174340	20912
PN3LF_k141_218004	31587
PN3LF_k141_417725	38099
PN3LF_k141_433232	13537
PN3LF_k141_686260	41640
PN3LF_k141_715085	37582
PN3LF_k141_744765	11926
PN3LF_k141_769744	26287
PN3LG_k141_1058897	10236
PN3LG_k141_1146926	63715
PN3LG_k141_1655330	8374
PN3LG_k141_357204	26518
PN3LG_k141_376631	52875
PN3LG_k141_680280	20353
PN3LG_k141_802302	10446
PN3LG_k141_874847	6366
PN3LH_k141_177094	9167
PN3RA_k141_1335842	21432
PN3RA_k141_1696321	21602
PN3RA_k141_2335772	40884
PN3RA_k141_41640	18327
PN3RA_k141_767980	20475
PN3RA_k141_783306	10398
PN3RB_k141_143775	25616
PN3RB_k141_151598_1	26032
PN3RB_k141_2100386	9740
PN3RB_k141_530667	6123
PN3RB_k141_559632	5087
PN3RB_k141_951102	12734
PN3RC_k141_90766	40820
PN3RD_k141_1273129	12220
PN3RD_k141_1383991_1	11940
PN3RD_k141_177202	16714
PN3RD_k141_2047399	29040
PN3RD_k141_2247418	6124
PN3RD_k141_461346	20473
PN3RD_k141_47719	13303
PN3RD_k141_605372	18399
PN3RD_k141_713013	165388
PN3RD_k141_944732	8894
PN3RD_k141_951385	33029
PN3RE_k141_1031224	28220
PN3RE_k141_1186329	11500
PN3RE_k141_1289469	42498
PN3RE_k141_1406581	5433
PN3RE_k141_1433183	42053
PN3RE_k141_157941	13412
PN3RE_k141_1621296	82920
PN3RE_k141_167106	40787
PN3RE_k141_1796247	28671
PN3RE_k141_1831843	17680
PN3RE_k141_2010199	29953
PN3RE_k141_2078923	24824
PN3RE_k141_2261312	9676
PN3RE_k141_327223	32883
PN3RE_k141_538974	9584
PN3RE_k141_775730	5955
PN3RE_k141_807455	8116
PN3RE_k141_879214	5978
PN3RE_k141_891150	7984
PN3RF_k141_1124947	43494
PN3RF_k141_1251042	12761
PN3RF_k141_1664894	48764
PN3RF_k141_171520_fragment_1	87983
PN3RF_k141_2206006	34507
PN3RF_k141_2380830_1	22653
PN3RF_k141_2567926	33021
PN3RF_k141_2671682	47903
PN3RF_k141_2849785	5912
PN3RF_k141_3520347	35367
PN3RF_k141_3527273	20006
PN3RF_k141_3628623	6017
PN3RF_k141_3628637	13704
PN3RF_k141_3628669	6003
PN3RF_k141_59357	7985
PN3RF_k141_982494	27504
PN3RG_k141_1629305	27360
PN3RG_k141_1666609	10326
PN3RG_k141_1855661	5027
PN3RG_k141_1989045	17681
PN3RG_k141_4106_1	39459
PN3RG_k141_859731	8624
PN3RH_k141_1553827	25888
PN3RH_k141_3070665	31636
PN3RH_k141_3474490	57532
PN4RA_k141_111123	29105
PN4RA_k141_1423693	49640
PN4RA_k141_1423722	6521
PN4RA_k141_1423726	5658
PN4RA_k141_1423776	5380
PN4RA_k141_488941	8586
PN4RA_k141_626125	22753
PN4RA_k141_837656	22522
PN4RA_k141_909549	30607
PN4RB_k141_1080296	45207
PN4RB_k141_1730304	20860
PN4RB_k141_1841858	27166
PN4RB_k141_269533	53336
PN4RC_k141_1754977	11037
PN4RC_k141_592010	53171
PN4RC_k141_623429	5593
PN4RD_k141_1254403	13132
PN4RD_k141_1272051	16351
PN4RD_k141_1857274	5876
PN4RD_k141_2026077	17055
PN4RD_k141_2170069_1	37741
PN4RD_k141_2192597	29571
PN4RD_k141_2220662	8122
PN4RD_k141_487340	37096
PN4RD_k141_564769	11947
PN4RD_k141_659133	14305
PN4RD_k141_94210	6951
PN4RE_k141_1111165	37581
PN4RE_k141_1114650	12142
PN4RE_k141_1116288	19753
PN4RE_k141_1235317	26240
PN4RE_k141_1485454	73213
PN4RE_k141_1608189	5712
PN4RE_k141_1666407	58181
PN4RE_k141_1793047	6427
PN4RE_k141_1835695	36374
PN4RE_k141_1960713	13877
PN4RE_k141_1960721	35671
PN4RE_k141_254876	30671
PN4RE_k141_400402	7232
PN4RE_k141_435869	23649
PN4RE_k141_458378	47116
PN4RE_k141_603636	9862
PN4RE_k141_677917	38237
PN4RE_k141_811886	35458
PN4RE_k141_952839	9149
PN4RF_k141_240137	6837
PN4RF_k141_256110	22426
PN4RF_k141_443618	8386
PN4RF_k141_473035	28258
PN4RF_k141_480121	12002
PN4RF_k141_531100	33192
PN4RF_k141_748471	12013
PN4RF_k141_785765	12675
PN4RF_k141_815387	5473
PN4RF_k141_930870	24770
PN4RF_k141_944922	12058
PN4RG_k141_1095448	13460
PN4RG_k141_1112957	32720
PN4RG_k141_1159105	16229
PN4RG_k141_1208927	33026
PN4RG_k141_1256068	63515
PN4RG_k141_1337120	6335
PN4RG_k141_1339667	12417
PN4RG_k141_1550362	5937
PN4RG_k141_335445	14819
PN4RG_k141_649544	50295
PN4RG_k141_841039	15306
PN4RG_k141_911992	11923
PN4RH_k141_1076425	11180
PN4RH_k141_1412165	18293
PN4RH_k141_1418646	32129
PN4RH_k141_1506237	25850
PN4RH_k141_236078	21613
PN4RH_k141_405200	52349
PN5CA_k141_257007_1	37392
PN5CA_k141_3910	16219
PN5CA_k141_510679	9755
PN5CA_k141_540754	16507
PN5CA_k141_568783	12807
PN5CB_k141_409597	18514
PN5CB_k141_598423_1	37909
PN5CB_k141_698679	7055
PN5CB_k141_77188	15753
PN5CB_k141_96328	5463
PN5CC_k141_470708	34583
PN5CC_k141_484333_1	24601
PN5CC_k141_500599	36458
PN5CC_k141_545651	11788
PN5CD_k141_136417	12327
PN5CD_k141_282940	7889
PN5CD_k141_394064	29391
PN5CD_k141_477499	33978
PN5CE_k141_413121	29215
PN5CE_k141_512192	24008
PN5CE_k141_655974	42339
PN5CF_k141_102730	17154
PN5CF_k141_94819	32813
PN5CG_k141_120151	21218
PN5CG_k141_21597	115976
PN5CG_k141_682122	81752
PN5DD_k141_20229	23306
PN5GG_k141_644333_1	39179
PN5GG_k141_743563	29481
PN5IB_k141_2758	29559
PN5IE_k141_42217	24938
PN5IF_k141_32301	19005
PN5IF_k141_66981	31229
PN5JD_k141_198148	27290
PN5JD_k141_426397	27206
PN5JD_k141_477536	57898
PN5LA_k141_126140	15387
PN5LA_k141_173917	31804
PN5LA_k141_31331_1	6587
PN5LA_k141_334473	37090
PN5LA_k141_428365	69332
PN5LA_k141_442849	27452
PN5LB_k141_288939_1	46211
PN5LB_k141_370040	33978
PN5LB_k141_432885	9562
PN5LB_k141_57036_fragment_1	126113
PN5LC_k141_154144	35948
PN5LD_k141_843914	8569
PN5LD_k141_853653	32067
PN5LD_k141_860644	68510
PN5LE_k141_108047	15101
PN5LF_k141_297226	28221
PN5LF_k141_521570_1	34018
PN5LF_k141_560170	19946
PN5LF_k141_593043	6829
PN5LG_k141_610121	11001
PN5LG_k141_902213	14038
PN5LH_k141_731070	42627
PN5RA_k141_376196	8964
PN5RA_k141_430342	10983
PN5RB_k141_1005822	6123
PN5RB_k141_1005836	6224
PN5RB_k141_1005919	5746
PN5RB_k141_223586	5581
PN5RB_k141_26596_1	56272
PN5RB_k141_391125	10915
PN5RC_k141_197839_1	41780
PN5RC_k141_334915	5178
PN5RC_k141_483215	11841
PN5RC_k141_517140	16477
PN5RC_k141_520031	19996
PN5RC_k141_545849	13915
PN5RC_k141_591927	48563
PN5RC_k141_641174_1	24917
PN5RC_k141_659220	61039
PN5RD_k141_107792	21711
PN5RD_k141_480301	38022
PN5RD_k141_993634	22714
PN5RE_k141_1091073	12592
PN5RE_k141_138759	6822
PN5RE_k141_21253	13161
PN5RE_k141_27834	37023
PN5RE_k141_377337_1	23000
PN5RE_k141_931535	31919
PN5RF_k141_276	47784
PN5RF_k141_415814	35188
PN5RF_k141_81088_1	35748
PN5RF_k141_958101	20548
PN5RG_k141_1041958	41556
PN5RG_k141_196069	8129
PN5RG_k141_233524	20775
PN5RG_k141_271635_1	22607
PN5RG_k141_336178_1	22868
PN5RG_k141_723181	47702
PN5RG_k141_7275	24577
PN5RG_k141_781720	50565
PN5RG_k141_80768	18787
PN5RH_k141_1098578_1	26722
PN5RH_k141_301483	5294
PN5RH_k141_541835_1_fragment_2	102692
PN5RH_k141_633993	20179
PN5RH_k141_78720_1	39661
PN5RH_k141_791703_1	30770
PN6RA_k141_1279223	20550
PN6RA_k141_1809809	10728
PN6RA_k141_2137399	20368
PN6RA_k141_2222864	5026
PN6RB_k141_1421171	24959
PN6RB_k141_2514689_1	31353
PN6RB_k141_624792	24292
PN6RC_k141_1020225	18522
PN6RC_k141_1093580	24112
PN6RC_k141_1102307	22953
PN6RC_k141_1488777_fragment_1	73464
PN6RC_k141_1825355	20336
PN6RC_k141_2163658	15758
PN6RC_k141_224879	9614
PN6RC_k141_2455922	26334
PN6RC_k141_2535724	29645
PN6RC_k141_2552169	12908
PN6RC_k141_274802	10526
PN6RC_k141_606406	7504
PN6RC_k141_748417	115188
PN6RD_k141_1056937	29848
PN6RD_k141_1262354	5353
PN6RD_k141_2087478	6888
PN6RD_k141_43858	18905
PN6RD_k141_583167	30275
PN6RD_k141_829602	10663
PN6RE_k141_129478	22607
PN6RF_k141_1428499_1	27524
PN6RF_k141_15784	9582
PN6RF_k141_1690972	13390
PN6RF_k141_1792149	35721
PN6RF_k141_223891	30351
PN6RF_k141_417595	24918
PN6RF_k141_671443	36002
PN6RF_k141_879854	9576
PN6RG_k141_1075037	31345
PN6RG_k141_856303	21991
PN6RI_k141_1997335	7075
PN6RI_k141_523884_1	27601
PN6RI_k141_705546	44004
PN6RI_k141_816171_1	28937
PN6RJ_k141_1124864	33034
PN6RJ_k141_1320991	33500
PN6RJ_k141_1746400	33823
PN6RK_k141_49501	49321
PN6RK_k141_537608_1	24190
PN6RL_k141_1763641	26196
PN6RL_k141_206787	11422
PN6RL_k141_2180485	56010
PN6RL_k141_2366755	50817
PN6RL_k141_459179	23039
PN6RL_k141_470152	30383
PN6RL_k141_756454	50893
PN6RM_k141_1632106	9379
PN6RM_k141_188596	8818
PN6RN_k141_667786	40127
PN6RO_k141_1374667	13203
PN6RO_k141_1388459	26480
PN6RO_k141_260665	13950
PN6RO_k141_538425	29019
PN6RO_k141_730548	10521
PN6RP_k141_269212	23432
PN6RQ_k141_1334434	24543
PN6RQ_k141_1492108	12919
PN6RQ_k141_1615433	27011
PN6RQ_k141_1761964	99176
PN6RQ_k141_321847	9485
PN6RQ_k141_401606	35833
PN6RQ_k141_661436	11190
PN6RQ_k141_764609	14701
PN6RQ_k141_874216	16371
PN6RR_k141_150763	38106
PN6RR_k141_1540391	52493
PN6RR_k141_1587418	15978
PN6RR_k141_1617443	31758
PN6RR_k141_26156	31610
PN6RR_k141_468063	19072
PN6RR_k141_52696	6009
PN6RS_k141_119371	24796
PN6RS_k141_1753465	26779
PN6RT_k141_1521245	8266
PN6RT_k141_1756527	35576
PN6RT_k141_2149823	58278
PN6RT_k141_28817	13669
PN6RT_k141_308061	10025
PN6RT_k141_806872	23205
PN6RT_k141_948301	24821
PN7RA_k141_1099438	9293
PN7RA_k141_1214671	11187
PN7RA_k141_1277313	7732
PN7RA_k141_309945	5769
PN7RA_k141_953401	10848
PN7RB_k141_1353694	11811
PN7RB_k141_1686394	37207
PN7RB_k141_732851	11730
PN7RB_k141_832282_1	28360
PN7RB_k141_959224	11453
PN7RC_k141_1304271	8557
PN7RC_k141_1402836	8000
PN7RC_k141_15258	9236
PN7RC_k141_2074753	48482
PN7RC_k141_2110582	9956
PN7RC_k141_2266903	5410
PN7RC_k141_28398	11060
PN7RC_k141_299134	19763
PN7RC_k141_641228	10944
PN7RC_k141_739687	12335
PN7RC_k141_911313	21126
PN7RD_k141_1281447	17120
PN7RD_k141_174941	6217
PN7RD_k141_298738	27884
PN7RD_k141_456432	18598
PN7RD_k141_526257_1	24979
PN7RD_k141_915586	8739
PN7RE_k141_1572476	6193
PN7RE_k141_1587096	26033
PN7RE_k141_540405	38237
PN7RE_k141_541544	29629
PN7RE_k141_625382	35611
PN7RE_k141_725437	67646
PN7RE_k141_738568	37807
PN7RF_k141_1014255	24597
PN7RF_k141_1456577	9598
PN7RF_k141_2009697	10331
PN7RF_k141_2081942	24732
PN7RF_k141_2081969	5830
PN7RF_k141_2082144	10804
PN7RG_k141_1112541	15088
PN7RG_k141_1709292	23978
PN7RG_k141_236277	31852
PN7RG_k141_35715	14510
PN7RG_k141_48321	6870
PN7RG_k141_735686	11755
PN7RG_k141_823333	8457
PN7RH_k141_1343184	13799
PN7RH_k141_1465625	44106
PN7RH_k141_1513080	41300
PN7RH_k141_1663532	13582
PN7RH_k141_1711981	41607
PN7RH_k141_313775	5857
PN7RH_k141_409901	112189
PN7RH_k141_554289	10062
PN7RI_k141_1029093	7490
PN7RI_k141_1411470_1	23177
PN7RI_k141_1627702	22120
PN7RI_k141_1724322	28957
PN7RI_k141_547125	30462
PN7RI_k141_893643	7301
PN7RJ_k141_1157953	5167
PN7RJ_k141_2051143	51420
PN7RJ_k141_2180549	41959
PN7RJ_k141_283028	9409
PN7RK_k141_1292023	6856
PN7RK_k141_1307538	10618
PN7RK_k141_1465738	38624
PN7RK_k141_152343	7707
PN7RK_k141_1634823	26853
PN7RK_k141_1811209	37769
PN7RK_k141_1876980	22895
PN7RK_k141_2422438	7686
PN7RK_k141_497452	13246
PN7RK_k141_674011	10899
PN7RK_k141_951713	14086
PN7RL_k141_1282103_1	29697
PN7RL_k141_511346	11474
PN7RL_k141_55491	30217
PN7RL_k141_620747	13291
PN7RL_k141_997695_1	35477
PN7RM_k141_1176093	90020
PN7RM_k141_1406331	42077
PN7RM_k141_1445328	32625
PN7RM_k141_1455014	24450
PN7RM_k141_1474966	24216
PN7RM_k141_1697124	24687
PN7RM_k141_296918	6661
PN7RM_k141_655470	28018
PN7RM_k141_726201	33288
PN7RM_k141_791215	44663
PN7RN_k141_1116167	18469
PN7RN_k141_1694625	15572
PN7RN_k141_1902538	11333
PN7RN_k141_1946591_1	27976
PN7RN_k141_2175699	12477
PN7RN_k141_537119	12517
PN7RN_k141_786283	27261
PN7RO_k141_1231553	19762
PN7RO_k141_1320312	16923
PN7RO_k141_1409177	24171
PN7RO_k141_1487227	12111
PN7RO_k141_1542302	13899
PN7RO_k141_1583303	6544
PN7RO_k141_1695173	29304
PN7RO_k141_1695175	45729
PN7RO_k141_1695184	5219
PN7RO_k141_218943	48290
PN7RO_k141_225090	16388
PN7RO_k141_242963	14590
PN7RO_k141_512079	22558
PN7RO_k141_761235	23576
PN7RO_k141_776301	41927
PN7RO_k141_818954	33542
PN7RO_k141_987829	8285
PN7RP_k141_1003006	9131
PN7RP_k141_1384562	10974
PN7RP_k141_1413730	27284
PN7RP_k141_19662	8037
PN7RP_k141_47749	6841
PN7RP_k141_546584	7486
PN7RP_k141_749916	29254
PN7RQ_k141_1002395	13639
PN7RQ_k141_1033906	50440
PN7RQ_k141_1049515_1	53106
PN7RQ_k141_1431470	42149
PN7RQ_k141_1884793	5769
PN7RQ_k141_1913461	12392
PN7RQ_k141_1967613	34543
PN7RQ_k141_46822	5620
PN7RR_k141_1017293	5572
PN7RR_k141_484890	21594
PN7RR_k141_685277	5280
PN7RS_k141_14707	12927
PN7RS_k141_303901	12886
PN7RS_k141_559771_1	19875
PN7RT_k141_1311904	13766
PN7RT_k141_2012811	55235
PN7RT_k141_2262823	6254
PN7RT_k141_475537	6976
PN7RT_k141_555074	17387
PN7RT_k141_637668	9561
PN7RT_k141_987475	5142
PN7RU_k141_1522541	45434
PN7RU_k141_264467	30010
PN7RU_k141_726185	53817
PN7RU_k141_895120	29792
PN7RV_k141_1240218	10421
PN7RV_k141_63762	32128
PN7RV_k141_717349	27385
PN7RV_k141_823999	10689
PN7RV_k141_824544	21792
PN7RV_k141_875952	22443
PN7RV_k141_886513	10419
PN8RA_k141_1128364	57639
PN8RA_k141_1153438	13846
PN8RA_k141_464251	43923
PN8RA_k141_795786	12806
PN8RA_k141_813199	36588
PN8RB_k141_1104646	63255
PN8RB_k141_1509589	35184
PN8RB_k141_1535878	34022
PN8RB_k141_391493	12581
